,Strain,Type,Rating,Effects,Flavor,Description
1977,Special-Kush-1,indica,4.6,"Relaxed,Euphoric,Hungry,Sleepy,Uplifted","Earthy,Sweet,Pungent","Special Kush #1 by Royal Queen Seeds is an 80/20 indica-dominant strain that descends from the original varieties of the Afghanistan and Pakistan region. Those who love the physical and deeply relaxing effects typical of indicas won’t be disappointed by the heavy-hitting qualities of Special Kush #1. This indica isn’t difficult to cultivate, but she requires a warm environment and plenty of room to grow wild for best results. "
1978,Spirit-Of-76,hybrid,4.6,"Relaxed,Uplifted,Happy,Talkative,Euphoric","Pine,Woody,Flowery","Spirit of 76 is a hybrid bred by Kindman out of Denver, CO, who closely guard the genetic heritage of their proprietary strains. It is known for having hints of purple coloring and a fruity bouquet of flavors ranging from sweet notes of fruit punch to the piney musk associated with Kush strains. Spirit of 76’s earthy taste finishes with notes of grape and lavender flavors that usher in balanced effects, which are great for relaxing, calming anxieties, and stimulating the appetite."
1979,Spliffs-Strawberry,sativa,4.6,"Talkative,Creative,Energetic,Euphoric,Focused","Sweet,Berry,Strawberry","Created by Dutch Seedbank, Spliff’s Strawberry is a zealously strong sativa-dominant strain with an in-your-face fresh berry flavor. Made up of Strawberry Cough, Skunk, and Jack Herer, this strain takes on all of its parent strains’ euphoric, giggly traits. Its uplifting effects may alleviate depression and fatigue symptoms while its mild body effects can help dull pain and stress."
1980,Spoetnik-1,indica,5.0,"Focused,Sleepy,Creative,Energetic,Euphoric","Flowery,Lavender,Rose","Spoetnik #1 by Paradise Seeds (not to be confused with Sputnik) is named for the CCCP satellite sent into space in 1957. While the full genetic cross remains a mystery, this plant exhibits strong Afghani traits, including rich, dark buds that have an earthy aroma intermixed with subtle fruitiness. This plant is tall and resilient, making it ideal for new growers seeking a plant with a larger than average yield.  "
1981,Sputnik,sativa,4.5,"Happy,Relaxed,Energetic,Tingly,Euphoric","Sweet,Flowery,Tea","What happens when you cross a space-themed Apollo 13 strain with Black Russian? You get Sputnik, a strain named after the satellite the Soviet Union launched into a quick orbit around the Earth in 1957. Sputnik has an aroma of a sweet fruit with hints of sour and diesel when exhaled. Patients typically look to Sputnik for relief of chronic pain, anxiety, and insomnia."
1982,Spyder-Mon,hybrid,5.0,"Uplifted,Creative,Focused,Happy,Relaxed","Citrus,Earthy,Sweet","Spyder Mon is an uplifting CBD strain with a good lineage, getting its manageable euphoria and anti-inflammatory effects from Midnight Farm’s Super Skunk and Florin Wellness Center’s Charlotte’s Web. This combo delivers a 2.5:1 CBD/THC ratio that soothes the body while improving the mood. Its effects are mostly clear-headed that lend themselves to all day use. The aroma is fresh, exhibiting notes of citrus and pine. Utilize Spyder Mon to help reduce inflammation, nausea, headaches, and minor physical aches and pains."
1984,Star-Berry,indica,4.6,"Relaxed,Uplifted,Happy,Euphoric,Energetic","Berry,Citrus,Sweet","Star Berry Indica is an indica strain bred by CannaVenture that crosses Sensi Star with Blueberry. These dense, pungent buds offer a lemon and berry aroma with physical effects true to its indica heritage. As a stable strain, Star Berry Indica is a great choice for beginning growers who can expect flowers around 60 days."
1985,Star-Killer,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Lemon,Pungent","Star Killer, winner of Best Hybrid Flower at the 2016 Colorado Cannabis Cup, is a 70% indica-dominant hybrid that crosses Skywalker OG and Rare Dankness #2. The dense, purple buds offer a sweet, lemon flavor, and aid in treating pain, insomnia, AIDS, PTSD, and Gastrointestinal Disorder. Medium to high yields can be achieved both indoors and outdoors, with a flowering time of 65 days."
1986,Star-Master-Kush,indica,4.7,"Relaxed,Uplifted,Focused,Happy,Sleepy","Skunk,Pine,Earthy","Star Master Kush is an indica-dominant hybrid strain from the gardens of Zion Cannabis in Portland, Oregon. A complex tangle of award-winning genetics, Star Master Kush descends from Sensi Star, Medicine Man, Master Kush, and Platinum Kush. This fruity-scented indica packs a punch, with fast-acting and long-lasting effects that may overwhelm the novice consumer. Hypnotic euphoria invites sleepiness over time, making this strain a preferred choice for evening use."
1987,Star-Tonic,hybrid,4.7,"Relaxed,Focused,Uplifted,Happy,Euphoric","Citrus,Sweet,Lemon",Star Tonic is a high-CBD strain bred from Death Star and Cannatonic parents. This hybrid is appreciated by medical patients for its relaxing effects that calm pain and stress without losing focus.
1988,Starbud,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Grape,Pine,Menthol","StarBud is the signature indica of the HortiLab seedline. After taking the Indica Cup at the High Times Cannabis Cup in 2009, StarBud developed a reputation for its thick coating of trichomes that sparkles like stars. This potent indica originated from a mystery clone out of the Midwest United States. StarBud is appreciated for its relaxing body effects and its ability to cradle consumers to sleep.  "
1989,Stardawg,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Diesel,Pungent,Earthy","Stardawg, possibly named after the bright, sparkling crystal trichomes that blanket the strain like stars, is a hybrid cross between Chemdawg 4 and Tres Dawg. Earthy pine with sour notes of diesel color Stardawg, whose uplifting effects may help patients treating stress, fatigue, and anxiety disorders. Stardawg flowers in 67 days indoors with moderate yields. "
1990,Stardawg-91,indica,5.0,"Sleepy,Euphoric,Happy,Relaxed","Diesel,Pepper,Earthy","Stardawg 91 by Deschutes Growery is an indica-dominant combination of incredibly potent genetics. This common-sense cross of Stardawg and Chemdawg 91 is a pungent mashup of chemical aromas and powerful physical effects. It expresses aromatic notes of grease and fuel that speak to a varied terpene profile of beta-caryophyllene, limonene, and humulene. While this strain floats around 20% THC, mind your dosage; Chemdawg genetics are famous for their potency, and this strain has a long lineage of Chemdawg descendants. "
1991,Stardawg-Guava,sativa,4.6,"Relaxed,Happy,Uplifted,Energetic,Creative","Tropical,Sweet,Pungent","Stardawg Guava won first place for “Best Sativa” at the 2012 Denver Cannabis Cup. This strain hits the consumer square between the eyes with uplifting sativa stimulation and then cascades over the body with a subtle, vibrating warmth. Its aroma is mild but doesn’t lack nuance, expressing notes of pine, cheese, and tartness. A latent chemical flavor rolls off the palate with a clean, earthy finish. Enjoy this strain to relieve stress, mute depression, and curb minor physical aches and pains. "
1993,Starry-Night,hybrid,4.6,"Euphoric,Happy,Focused,Tingly,Energetic","Berry,Earthy,Pungent",
1994,Stella-Blue,sativa,4.6,"Energetic,Happy,Uplifted,Focused,Talkative","Sweet,Flowery,Berry","Stella Blue is a 70% sativa strain from Humboldt County, California, that is said to be a cross between Blueberry and an unknown sativa. Testament to its Blueberry parentage is Stella Blue’s sweet, fruity aroma, enriched by notes of orange and berry. Stella Blue’s happy, giggly, and uplifting sensations take over immediately, and can easily be used for either functional focus or lazy relaxation."
1995,Stephen-Hawking-Kush,indica,4.6,"Relaxed,Happy,Euphoric,Focused,Tingly","Earthy,Woody,Berry","Stephen Hawking Kush, or SHK, is the second release in the Great Minds series of seeds from Alphakronik Genes. Named for famed scientist Dr. Stephen Hawking, SHK was created by pollenating a Harle-Tsu female with a Sin City Kush male. This indica-dominant hybrid is also part of Alphakrokik Genes’ CBD+ line of genetics that emphasize high-CBD strains. There are 3 known phenotypes of Stephen Hawking Kush, all with vivid cherry and berry flavors that mix with a minty note. The soothing, relaxing effects help keep pain away and also stimulate your stomach to suppress nausea."
1996,Stevie-Wonder,hybrid,4.6,"Happy,Hungry,Uplifted,Focused,Tingly","Earthy,Pine,Orange","Stevie Wonder is a sativa-dominant hybrid born from the famed tetrad of Trainwreck, Sensi Star, Bubba Kush, and Blueberry. These large, frosted buds are a patchwork of sage and dark greens, scented with sweet berry and earthy notes. The indica in Stevie Wonder induces a subtle relaxation throughout the body, but even stronger are the uplifted, cerebral-focused effects characteristic of its sativa genes. Patients have reported this strain’s success in treating migraines, nausea, and pain. Stevie Wonder is available through Bodhi seeds or as a clone in the Colorado area. "
1997,Straight-As-Haze,sativa,5.0,"Energetic,Euphoric,Happy,Talkative,Giggly","Sweet,Citrus,Spicy/Herbal","Straight A's Haze by Cereal Killer Genetics is a special phenotype for Haze aficionados. This unique incarnation of Paradise Seeds’ Delahaze is a clarity-driven strain with a complex, spicy terpene profile. The grower, Shaman Stinky Steve, noted hints of nutmeg, pepper, cinnamon, and incense as well a motivating body high that promotes activity. Straight A's is also known as “Clean the Garage Haze,” as Steve found himself doing chores, acing his classes, and losing weight “ever since this strain came into [his] life.”    "
2000,Strawberry-Amnesia,sativa,4.5,"Creative,Relaxed,Uplifted,Euphoric,Energetic","Strawberry,Sweet,Earthy","A powerful and uplifting flower from Dinafem Seeds, Strawberry Amnesia is a strain made in sativa heaven. Bred from Strawberry Cough and Amnesia, this strain delivers the familiar sweet strawberry and earthy flavors of its parents. Having the typical energizing and euphoric effects of a sativa, Strawberry Amnesia also induces the calming body high from its distant indica relatives. The dark green buds of Strawberry Amnesia are very dense and heavily coated in resin, so this potent sativa should be handled with caution.  "
2001,Strawberry-Banana,hybrid,4.5,"Relaxed,Euphoric,Happy,Uplifted,Creative","Strawberry,Sweet,Berry","Strawberry Banana is a 70/30 indica-dominant cannabis strain developed by DNA Genetics in collaboration with Serious Seeds. A genetic cross between Crockett’s Banana Kush and the “Strawberry” phenotype of Bubble Gum, Strawberry Banana inherits a sweet fruity flavor that earned this hybrid her name. Known for its heavy resin production and high THC content, Strawberry Banana produces happy, peaceful effects that sharpen creativity and sensory awareness."
2002,Strawberry-Blondie,hybrid,4.9,"Euphoric,Happy,Uplifted,Relaxed,Creative","Strawberry,Sweet,Earthy","Strawberry Blondie by Los Angeles Kush is an indica-dominant hybrid with soothing effects and full flavors. Created by crossing the famous Strawberry Banana with another indica-dominant dose of fruitiness, Banana OG, this fruit basket strain offers a sweet and flavorful terpene profile with relaxing effects. Known as an exceptional sleep aid, Strawberry Blondie imbues the consumer with an introspective mental buzz and a deep body high that slowly lulls consumers into a meditative and peaceful physical state. "
2009,Strawberry-Fields,indica,4.6,"Relaxed,Happy,Uplifted,Hungry,Euphoric","Strawberry,Sweet,Berry","Strawberry Fields by Sagarmatha Seeds is an indica-dominant hybrid strain that takes the flavorful Strawberry Cough and crosses it with an undisclosed indica parent. This strain is destined for consumers who love that strawberry aroma, but would prefer something more tranquilizing than the Strawberry Cough sativa. Its heavier effects also make Strawberry Fields a better choice for patients treating pain, insomnia, and appetite loss."
2010,Strawberry-Frost,indica,5.0,"Happy,Aroused,Relaxed,Giggly,Hungry","Sweet,Strawberry,Earthy","Strawberry Frost by MaddFarmer is a three-way cross of fruity trichome producers. The genetic descendant of a Strawberry Cough/Deep Chunk hybrid crossed with Space Queen, Strawberry Frost is a heady indica-dominant strain that is gentle on the body. This dreamy strain calms the body and elevates the mind, placing the consumer in a relaxed, whimsical state. These effects naturally aid with stress, anxiety, and general restlessness. "
